lead_id,created_at,customer_id,company_name_raw,industry_raw,province_raw,source_channel_raw,campaign_id,product_interest_id,inquiry_type,company_size_band,pages_viewed_30d,form_completeness_pct,requested_quote_flag,requested_sample_flag,budget_status,purchase_timeline_days,assigned_sales_id,lifecycle_status_raw,lost_reason_raw,expected_value_vnd,email,phone
L000115,2026-06-04 12:12:00,C0002,Scientific Advanced Vietnam,Food & Beverage,Hanoi,Google Ads,MC001,P019,Product Recommendation,1000+,2,72,0,0,Unknown,60,E102,Disqualified,Not ICP,31380000.0,scientific18@company.vn,0928675675
L000116,2026-06-08 12:51:00,C0024,Green Scientific JSC,Pharmaceutical,Bac Ninh,Google Ads,MC001,P003,Product Recommendation,50-249,7,46,0,0,Approved,60,E103,Won,,9720000.0,green19@company.vn,0974402177
L000117,2026-06-12 10:22:00,C0019,Scientific Med Factory,Trading Company,Dong Nai,Google Ads,MC001,P025,Distributor Inquiry,250-999,1,61,1,0,Approved,180,E101,Qualified,Specification,219690000.0,scientific20@company.vn,0935246353
L000118,2026-06-12 16:30:00,C0031,Electronics Vietnam Vietnam,laboratory,Bac Ninh,Google Ads,MC001,P002,Technical Inquiry,50-249,2,56,0,1,Unknown,7,E103,Quoted,Specification,15500000.0,electronics21@company.vn,0927552958
L000119,2026-06-17 13:05:00,C0005,Med Asia Vietnam,Industrial Manufacturing,Ho Chi Minh City,Google Ads,MC001,P012,Sample Request,10-49,1,92,1,1,Approved,180,E103,Disqualified,Not ICP,22500000.0,med22@company.vn,0921648164
L000120,2026-06-30 11:52:00,C0076,Tech Advanced Vietnam,electronics,Long An,Google Ads,MC001,P004,Sample Request,250-999,3,61,0,0,Unknown,30,E103,Quoted,No Response,28350000.0,tech23@company.vn,0935007990
L000121,2025/03/29 14:55,C0097,Vietnam Scientific Vietnam,Industrial Manufacturing,Dong Nai,Google Ads,MC002,P010,Product Recommendation,1000+,1,72,1,0,Unknown,60,E101,Quoted,Lead Time,18070000.0,vietnam24@company.vn,0938220634
L000122,2025-04-14 14:27:00,C0038,Solutions Manufacturing Co Ltd,Medical Device,hochiminh city,Paid Search,MC002,P005,Product Recommendation,250-999,7,64,1,1,Approved,60,E101,Qualified,No Budget,24780000.0,solutions25@company.vn,0968388284
L000123,2025-04-18 08:16:00,C0043,Health Med Vietnam,Food & Beverage,Long An,GAds,MC002,P004,Stock Check,50-249,3,53,0,0,Approved,30,E102,Quoted,Price,6800000.0,health26@company.vn,0918264934
L000124,2025-04-19 16:50:00,C0001,Green Asia Vietnam,Food & Beverage,Ho Chi Minh City,Google Ads,MC002,P002,Distributor Inquiry,50-249,4,64,1,1,Unknown,14,E103,Quoted,Price,24430000.0,green27@company.vn,0995198747
L000125,2025-04-20 10:58:00,C0078,Manufacturing Pharma Vietnam,Electronics,Ho Chi Minh City,Google Ads,MC002,P002,Stock Check,250-999,4,83,1,1,Unknown,14,E101,Disqualified,Not ICP,3180000.0,manufacturing28@company.vn,0937981504
L000126,2025-05-01 12:23:00,C0054,Clean Scientific Factory,Electronic,DongNai,Google Ads,MC002,P003,Stock Check,250-999,2,61,0,0,Unknown,30,E101,Quoted,No Budget,12560000.0,clean29@company.vn,0946509309
L000127,2025-05-04 10:15:00,C0056,Med Scientific Factory,Laboratory,Binh Duong,Google Ads,MC002,P001,Stock Check,1000+,1,55,0,1,Under Review,7,E101,Disqualified,Not ICP,9430000.0,med30@company.vn,0956074168
L000128,2025-05-09 15:24:00,C0022,Bio Green Factory,Electronics,Hanoi,Google Ads,MC002,P002,Product Recommendation,50-249,5,62,1,0,Under Review,30,E103,Quoted,Project Delayed,6870000.0,bio31@company.vn,0941012253
L000129,2025-05-11 08:11:00,C0003,Vietnam Green Vietnam,Medical Device,Ho Chi Minh City,Google Ads,MC002,P002,Technical Inquiry,10-49,5,55,0,0,Approved,30,E103,Won,,25220000.0,vietnam32@company.vn,0999302156
L000130,2025-05-12 11:18:00,C0043,Health Med Vietnam,Food & Beverage,Long An,Google Ads,MC002,P026,Distributor Inquiry,50-249,4,89,0,1,Under Review,30,E103,Quoted,Price,252490000.0,health33@company.vn,0941645760
L000131,2025-05-19 12:48:00,C0026,Precision Lab JSC,Trading Company,Dong Nai,Google Ads,MC002,P001,Distributor Inquiry,50-249,2,74,1,0,Approved,90,E101,Won,,15230000.0,precision34@company.vn,0989306561
L000132,2025-05-22 09:26:00,C0026,Precision Lab JSC,Trading Company,Dong Nai,Google Ads,MC002,P001,Sample Request,50-249,3,67,1,0,Under Review,60,E103,Disqualified,No Response,22700000.0,,0925232778
L000133,2025-05-27 15:38:00,C0115,Health Pharma JSC,Industrial Manufacturing,Binh Duong,Google Ads,MC002,P011,Sample Request,250-999,1,82,0,0,Approved,14,E101,Won,,13250000.0,health36@company.vn,0994521553
L000134,2025-05-27 11:08:00,C0011,Asia Vietnam JSC,Pharmaceutical,Ho Chi Minh City,Google Ads,MC002,P001,Distributor Inquiry,250-999,5,69,0,0,Approved,7,E103,Quoted,Lead Time,25150000.0,asia37@company.vn,0919500602
L000135,2025-06-04 11:39:00,C0020,Health Nova Co Ltd,Industrial Manufacturing,Dong Nai,Google Ads,MC002,P001,Stock Check,50-249,1,57,0,0,Approved,60,E102,Disqualified,No Response,27540000.0,health38@company.vn,0986324461
L000136,2025-06-05 15:19:00,C0002,Scientific Advanced Vietnam,Food & Beverage,Ha Noi,Google ads,MC002,P001,Product Recommendation,1000+,1,51,0,0,Under Review,7,E101,Won,,50380000.0,scientific39@company.vn,0928598633
L000137,2025-06-09 14:09:00,C0003,Vietnam Green Vietnam,Medical Device,Ho Chi Minh City,Google Ads,MC002,P027,Product Recommendation,10-49,3,73,1,0,Unknown,30,E102,Qualified,Price,218190000.0,vietnam40@company.vn,
L000138,2025-06-10 11:24:00,C0145,Bio Health Vietnam,Cleanroom Contractor,Dong Nai,Google Ads,MC002,P004,Sample Request,1000+,1,52,0,0,Under Review,90,E101,Won,,24440000.0,bio41@company.vn,0931626474
L000139,2025-06-20 16:18:00,C0007,Nova Pharma Co Ltd,Medical Device,Ho Chi Minh City,Google Ads,MC002,P001,Price Request,50-249,4,71,0,1,Under Review,60,E101,Disqualified,No Budget,15020000.0,nova42@company.vn,0918126687
L000140,2025-07-11 13:15:00,C0001,Green Asia Vietnam,Food & Beverage,Ho Chi Minh City,Google Ads,MC002,P001,Product Recommendation,50-249,5,70,1,0,Unknown,14,E101,Quoted,Lead Time,14460000.0,green43@company.vn,0979203235
L000141,2025-07-15 17:34:00,C0037,Precision Clean Factory,Pharmaceutical,Dong Nai,Google Ads,MC002,P005,Distributor Inquiry,50-249,1,88,1,0,Under Review,180,E103,Disqualified,Not ICP,34860000.0,precision44@company.vn,0919877703
L000142,2025-07-16 10:36:00,C0025,Vietnam Precision Factory,Medical Device,Ho Chi Minh City,Google ads,MC002,P002,Stock Check,10-49,5,96,0,0,Unknown,30,E102,Disqualified,No Budget,6220000.0,vietnam45@company.vn,0985820249
L000143,2025-07-20 17:03:00,C0004,Vietnam Tech Vietnam,Industrial Manufacturing,Ha Noi,Google Ads,MC002,P005,Price Request,250-999,1,58,0,0,Unknown,90,E101,Quoted,No Response,31700000.0,vietnam46@company.vn,0971372044
L000144,2025-07-22 09:26:00,C0135,Precision Asia Co Ltd,Pharmaceutical,Bac Ninh,Google Ads,MC002,P002,Stock Check,250-999,2,54,1,0,Approved,14,E103,Qualified,Lead Time,2680000.0,precision47@company.vn,0936881582
L000145,2025-07-22 09:08:00,C0001,Green Asia Vietnam,Food & Beverage,Ho Chi Minh City,Google Ads,MC002,P019,Product Recommendation,50-249,7,84,0,0,No Budget,30,E103,Qualified,No Budget,8990000.0,green48@company.vn,0930199718
L000146,2025-07-23 10:51:00,C0030,Solutions Bio Vietnam,Medical Device,Long An,google ppc,MC002,P001,Stock Check,10-49,3,59,0,0,Under Review,14,E103,Qualified,Lead Time,34170000.0,solutions49@company.vn,0972498554
L000147,2025-08-01 14:27:00,C0024,Green Scientific JSC,Pharmaceutical,Bac Ninh,Google Ads,MC002,P004,Product Recommendation,50-249,1,58,0,0,Under Review,60,E102,Disqualified,No Response,22350000.0,green50@company.vn,0959638260
L000148,2025-08-05 11:58:00,C0002,Scientific Advanced Vietnam,Food & Beverage,Ha Noi,google ppc,MC002,P001,Distributor Inquiry,1000+,2,95,0,0,No Budget,30,E102,Qualified,Competitor,54310000.0,scientific51@company.vn,0965468600
L000149,2025-08-05 10:15:00,,Advanced Nova Factory,Medical Device,Ho Chi Minh,Paid Search,MC002,P002,Product Recommendation,10-49,3,68,0,0,Unknown,30,E102,Quoted,Competitor,21730000.0,advanced52@company.vn,
L000150,2025-08-05 10:04:00,C0047,Advanced Nova Factory,Medical Device,Ho Chi Minh City,Google Ads,MC002,P013,Price Request,10-49,4,77,0,0,Approved,14,E103,Disqualified,No Response,17120000.0,advanced53@company.vn,0913100774
L000151,2025-08-11 10:26:00,C0016,Lab Advanced Co Ltd,Food and Beverage,Dong Nai,Google Ads,MC002,P007,Product Recommendation,50-249,6,83,0,1,Approved,60,E101,Qualified,Competitor,5470000.0,lab54@company.vn,0924345528
L000152,2025-08-14 13:03:00,C0019,Scientific Med Factory,Trading Company,DongNai,Google Ads,MC002,P004,Sample Request,250-999,2,50,0,1,Under Review,30,E102,Won,,12080000.0,scientific55@company.vn,0962743652
L000153,2025-08-15 08:16:00,C0166,Manufacturing Med Factory,Electronics,Ha Noi,Google Ads,MC002,P009,Product Recommendation,10-49,6,68,1,0,Unknown,60,E103,Qualified,No Response,10140000.0,manufacturing56@company.vn,
L000154,2025-08-15 14:43:00,C0081,Bio Precision Co Ltd,Electronics,Binh Duong,Google Ads,MC002,P001,Technical Inquiry,250-999,2,85,0,0,Approved,60,E102,Quoted,Price,4460000.0,bio57@company.vn,0926359819
L000155,2025-08-19 12:10:00,C0014,Clean Health Vietnam,Pharmaceutical,Bac Ninh,Google Ads,MC002,P001,Stock Check,50-249,2,81,0,0,Approved,7,E103,Disqualified,Not ICP,15740000.0,clean58@company.vn,
L000156,2025-09-01 13:18:00,C0020,Health Nova Co Ltd,Industrial Manufacturing,Dong Nai,Google Ads,MC002,P014,Stock Check,50-249,3,76,0,0,Under Review,30,E102,Quoted,Lead Time,13960000.0,health59@company.vn,0957624814
L000157,2025-09-14 09:01:00,C0039,Tech Health Co Ltd,Electronics,Ho Chi Minh City,Google Ads,MC002,P002,Technical Inquiry,1000+,9,72,0,0,Unknown,180,E102,Won,,38110000.0,tech60@company.vn,0946477846
L000158,2025-09-16 16:58:00,C0050,Lab Tech Vietnam,Cleanroom contractor,Ho Chi Minh City,Google Ads,MC002,P001,Price Request,10-49,3,100,1,0,Under Review,180,E103,Won,,11900000.0,lab61@company.vn,0973379877
L000159,2025-09-26 09:33:00,C0054,Clean Scientific Factory,Electronics,dong nai,Google Ads,MC002,P008,Stock Check,250-999,3,74,1,1,Approved,30,E102,Qualified,No Budget,11920000.0,clean62@company.vn,0953053460
L000160,2025-10-02 08:09:00,C0014, Clean Health Vietnam  ,Pharma,Bac Ninh,Google Ads,MC002,P003,Price Request,50-249,5,67,0,1,Under Review,60,E102,Won,,20070000.0,clean63@company.vn,0973870019
L000161,2025-10-27 14:08:00,C0005,Med Asia Vietnam,Industrial Manufacturing,Ho Chi Minh City,Google Ads,MC002,P024,Stock Check,10-49,3,62,1,0,Unknown,60,E101,Disqualified,Not ICP,106700000.0,med64@company.vn,
L000162,2025-10-28 10:28:00,C0017,Advanced Vietnam Co Ltd,Medical Device,Dong Nai,Google Ads,MC002,P002,Price Request,50-249,4,67,0,0,No Budget,30,E101,Disqualified,Not ICP,3600000.0,advanced65@company.vn,0950310413
L000163,2025-11-04 16:43:00,C0051,Solutions Bio Factory,Electronics,Ho Chi Minh City,Google Ads,MC002,P003,Product Recommendation,50-249,3,69,0,0,Under Review,14,E103,Quoted,Project Delayed,9480000.0,solutions66@company.vn,0939366210
L000164,2025-11-04 16:00:00,C0028,Med Bio JSC,Electronics,Binh Duong,Paid Search,MC002,P005,Technical Inquiry,10-49,5,90,0,0,Under Review,14,E101,Disqualified,Outside Scope,30110000.0,med67@company.vn,0943966878
L000165,2025-11-13 16:03:00,C0017,Advanced Vietnam Co Ltd,Medical Device,Dong Nai,Google Ads,MC002,P008,Product Recommendation,50-249,3,50,1,0,Under Review,90,E102,Disqualified,No Response,9230000.0,advanced68@company.vn,0991935058
L000166,2025-11-13 13:17:00,C0028,Med Bio JSC,Electronics,Binh Duong,Google Ads,MC002,P003,Sample Request,10-49,7,79,0,1,Approved,30,E102,Quoted,Price,3430000.0,med69@company.vn,0911440860
L000167,2025-11-16 10:39:00,C0022,Bio Green Factory,Electronics,HA NOI,GAds,MC002,P001,Stock Check,50-249,2,78,0,0,No Budget,180,E101,Disqualified,No Response,10720000.0,bio70@company.vn,0932711729
L000168,2025-11-19 13:00:00,C0001,Green Asia Vietnam,Food and Beverage,Ho Chi Minh City,Google Ads,MC002,P023,Price Request,50-249,4,80,0,0,Under Review,14,E101,Qualified,Price,201980000.0,green71@company.vn,0941003413
L000169,2025-11-20 13:23:00,C0172,Manufacturing Electronics JSC,Industrial Manufacturing,Long An,Google Ads,MC002,P019,Technical Inquiry,50-249,3,59,1,0,Approved,7,E101,Won,,9120000.0,manufacturing72@company.vn,0937806580
L000170,2025-12-02 10:21:00,C0026,Precision Lab JSC,Trading Company,Dong Nai,Google Ads,MC002,P005,Distributor Inquiry,50-249,3,73,0,0,Approved,60,E102,Won,,24760000.0,,0984401768
L000171,2025-12-02 09:18:00,C0109,Advanced Industrial JSC,Medical Device,Long An,Google Ads,MC002,P001,Stock Check,50-249,2,64,0,0,No Budget,90,E102,Disqualified,Not ICP,12670000.0,advanced74@company.vn,0948349873
L000172,2025-12-04 16:31:00,C0001,Green Asia Vietnam,Food & Beverage,Ho Chi Minh City,Google Ads,MC002,P008,Technical Inquiry,50-249,2,57,0,0,Under Review,60,E102,Disqualified,No Response,10350000.0,green75@company.vn,0959870430
L000173,2025-12-04 09:50:00,C0002,Scientific Advanced Vietnam,Food & Beverage,Ha Noi,Google Ads,MC002,P024,Stock Check,1000+,2,91,1,0,Unknown,30,E102,Qualified,Specification,276640000.0,,0955109075
L000174,2025-12-23 17:23:00,C0141,Solutions Green Factory,Medical Device,Da Nang,GAds,MC002,P004,Sample Request,250-999,1,82,0,0,Unknown,7,E103,Won,,34100000.0,solutions77@company.vn,0933618960
L000175,2025-12-24 17:39:00,C0036,Scientific Advanced Vietnam,Pharmaceutical,Dong Nai,Google Ads,MC002,P001,Distributor Inquiry,50-249,4,87,0,1,Under Review,60,E101,Disqualified,No Budget,15660000.0,scientific78@company.vn,0935868227
L000176,2025-12-27 10:27:00,C0009,Tech Tech Factory,Pharmaceutical,Dong Nai,google ppc,MC002,P009,Product Recommendation,50-249,3,69,0,0,Unknown,30,E102,Quoted,Project Delayed,13140000.0,tech79@company.vn,0987181332
L000177,2025-12-29 17:55:00,C0002,Scientific Advanced Vietnam,Food & Beverage,Ha Noi,Google Ads,MC002,P002,Product Recommendation,1000+,5,94,1,0,Unknown,60,E103,Disqualified,Outside Scope,39010000.0,,
L000178,2025-12-31 11:04:00,C0149,Lab Lab Co Ltd,Food & Beverage,Can Tho,google ppc,MC002,P006,Stock Check,250-999,2,82,0,0,Unknown,30,E103,Qualified,Lead Time,24850000.0,,0912419684
L000179,2026-01-03 12:47:00,C0042,Bio Health Co Ltd,Pharmaceutical,Ha Noi,Paid Search,MC002,P001,Stock Check,50-249,4,47,0,0,Unknown,14,E101,Quoted,No Budget,9050000.0,bio82@company.vn,0926408705
L000180,2026-01-15 12:28:00,C0032,Bio Industrial Vietnam,Industrial Manufacturing,Ho Chi Minh City,Google Ads,MC002,P001,Technical Inquiry,50-249,1,77,0,0,Unknown,60,E102,Disqualified,Student/Research,16500000.0,bio83@company.vn,0952438361
L000181,2026-02-06 12:24:00,C0054,Clean Scientific Factory,Electronics,Dong Nai,Google Ads,MC002,P002,Product Recommendation,250-999,4,75,0,0,Unknown,30,E101,Quoted,No Budget,13950000.0,clean84@company.vn,0980101126
L000182,2026-02-07 14:49:00,C0002,Scientific Advanced Vietnam,Food & Beverage,Ha Noi,Google Ads,MC002,P001,Sample Request,1000+,3,68,0,0,Approved,60,E102,Quoted,Price,6200000.0,scientific85@company.vn,0943153855
L000183,2026-02-13 11:16:00,C0007,Nova Pharma Co Ltd,Medical Device,TP.HCM,Google Ads,MC002,P002,Distributor Inquiry,50-249,4,59,0,0,Under Review,90,E101,Won,,15800000.0,nova86@company.vn,0941920644
L000184,2026-02-14 16:09:00,C0024,Green Scientific JSC,Pharmaceutical,BacNinh,Google Ads,MC002,P015,Price Request,50-249,3,100,0,1,Approved,30,E102,Quoted,Project Delayed,2660000.0,green87@company.vn,0993404918
L000185,2026-02-15 13:32:00,C0036,Scientific Advanced Vietnam,Pharmaceutical,Dong Nai,Google Ads,MC002,P031,Distributor Inquiry,50-249,2,67,0,0,Approved,90,E102,Quoted,Price,416710000.0,scientific88@company.vn,0985095221
L000186,2026-02-15 16:26:00,C0002,Scientific Advanced Vietnam,Food & Beverage,Ha Noi,Google Ads,MC002,P022,Distributor Inquiry,1000+,2,72,0,0,Unknown,30,E101,Qualified,No Budget,85850000.0,scientific89@company.vn,0963478686
L000187,2026-02-24 08:32:00,C0019,Scientific Med Factory,Trading Company,Dong Nai,Google Ads,MC002,P007,Product Recommendation,250-999,3,58,1,0,Under Review,90,E101,Qualified,Lead Time,2600000.0,scientific90@company.vn,
L000188,2026-03-06 08:53:00,C0019,Scientific Med Factory,Trading Company,Dong Nai,Google ads,MC002,P026,Product Recommendation,250-999,3,40,1,0,Under Review,30,E103,Disqualified,Not ICP,61930000.0,scientific91@company.vn,0953178903
L000189,2026-03-11 13:44:00,C0031,Electronics Vietnam Vietnam,Laboratory,Bac Ninh,Google Ads,MC002,P005,Technical Inquiry,50-249,4,71,0,0,Approved,14,E103,Qualified,No Response,6840000.0,electronics92@company.vn,
L000190,2026-03-15 09:35:00,C0010,Scientific Industrial Co Ltd,Industrial Manufacturing,Ho Chi Minh City,Google Ads,MC002,P025,Technical Inquiry,50-249,2,71,0,0,No Budget,14,E101,Qualified,Competitor,165700000.0,scientific93@company.vn,0931817731
L000191,2026-03-18 15:51:00,C0040,Vietnam Asia JSC,Food & Beverage,Ho Chi Minh City,Google Ads,MC002,P023,Distributor Inquiry,250-999,5,56,1,0,Under Review,90,E102,Won,,59610000.0,vietnam94@company.vn,0963806912
L000192,2026-03-19 15:09:00,C0150,Scientific Med JSC,Food & Beverage,Can Tho,Google Ads,MC002,P001,Technical Inquiry,50-249,2,41,0,0,Approved,90,E102,Quoted,No Budget,35250000.0,scientific95@company.vn,0977378989
L000193,2026-03-25 15:14:00,C0005,Med Asia Vietnam,Industrial Manufacturing,Ho Chi Minh City,Google Ads,MC002,P001,Stock Check,10-49,2,73,1,0,Under Review,60,E101,Disqualified,Not ICP,32100000.0,med96@company.vn,0971057564
L000194,2026-03-25 16:20:00,,Vietnam Asia JSC,Industrial Manufacturing,Dong Nai,Google Ads,MC002,P001,Product Recommendation,50-249,6,81,0,0,Under Review,30,E101,Disqualified,No Budget,17180000.0,vietnam0@company.vn,0947202637
L000195,2026-03-26 08:27:00,C0062,Clean Pharma Co Ltd,Trading Company,Ho Chi Minh City,Google Ads,MC002,P017,Stock Check,10-49,2,84,1,0,Under Review,180,E102,Qualified,Competitor,13110000.0,clean1@company.vn,0983831883
L000196,2026-03-26 14:33:00,C0065,Asia Clean Co Ltd,Pharmaceutical,Ha Noi,Google Ads,MC002,P002,Stock Check,50-249,2,63,0,0,Unknown,90,E102,Disqualified,Student/Research,19690000.0,asia2@company.vn,0985537868
L000197,2026-04-03 10:39:00,C0012,Industrial Solutions JSC,Trading Company,Ho Chi Minh City,Google Ads,MC002,P005,Sample Request,50-249,6,63,1,0,Approved,60,E102,Disqualified,No Response,29940000.0,,0938955708
L000198,2026-04-07 17:11:00,C0002,Scientific Advanced Vietnam,F&B,Ha Noi,Google Ads,MC002,P001,Sample Request,1000+,2,83,1,0,Unknown,30,E101,Disqualified,Not ICP,57220000.0,,0928100795
L000199,2026-04-10 12:20:00,C0037,Precision Clean Factory,Pharmaceutical,Dong Nai,Google Ads,MC002,P002,Stock Check,50-249,1,70,1,0,Unknown,90,E102,Disqualified,Not ICP,13280000.0,precision5@company.vn,0910281083
L000200,2026-04-10 17:39:00,C0007,Nova Pharma Co Ltd,Medical Device,Ho Chi Minh City,Google Ads,MC002,P012,Stock Check,50-249,6,57,1,1,No Budget,14,E103,Won,,13470000.0,nova6@company.vn,0946222345
L000201,2026-04-17 14:00:00,C0053,Health Lab JSC,Pharmaceutical,Bac Ninh,Google Ads,MC002,P003,Technical Inquiry,10-49,1,71,1,0,Approved,60,E101,Won,,14100000.0,health7@company.vn,0918291025
L000202,2026-04-26 14:22:00,C0042,Bio Health Co Ltd,Pharmaceutical,Ha Noi,Google Ads,MC002,P003,Price Request,50-249,6,78,1,0,Approved,7,E101,Quoted,Price,17270000.0,bio8@company.vn,0924215411
L000203,2026-04-28 14:36:00,C0123,Asia Asia Factory,F&B,Binh Duong,Google Ads,MC002,P001,Product Recommendation,1000+,6,48,0,0,Unknown,180,E103,Won,,54720000.0,asia9@company.vn,
L000204,2026-04-29 13:25:00,C0057,Bio Clean Co Ltd,Pharmaceutical,Binh Duong,GAds,MC002,P017,Sample Request,50-249,3,69,0,0,Approved,90,E101,Qualified,Lead Time,12040000.0,bio10@company.vn,0926616429
L000205,2026-04-29 09:46:00,C0003,Vietnam Green Vietnam,Med Device,HCMC,Google Ads,MC002,P020,Price Request,10-49,3,87,1,0,Approved,30,E101,Won,,2450000.0,vietnam11@company.vn,0936354527
L000206,2026-05-02 14:59:00,C0045,Manufacturing Solutions Vietnam,Cleanroom Contractor,Long An,Google Ads,MC002,P004,Distributor Inquiry,250-999,1,49,0,0,Approved,14,E103,Quoted,Competitor,18600000.0,,0963384633
L000207,2026-05-05 17:47:00,C0008,Clean Electronics Vietnam,Pharmaceutical,Binh Duong,Google Ads,MC002,P001,Stock Check,50-249,1,65,1,0,Under Review,7,E101,Disqualified,Not ICP,10410000.0,clean13@company.vn,0941922675
L000208,2026-05-05 13:38:00,C0018,Solutions Health Vietnam,Cleanroom Contractor,Hanoi,Google Ads,MC002,P001,Technical Inquiry,250-999,2,64,0,0,Approved,90,E101,Qualified,No Budget,27260000.0,solutions14@company.vn,0989955263
L000209,2026-05-07 16:00:00,C0034,Green Lab Co Ltd,Medical Device,Da Nang,google ppc,MC002,P022,Product Recommendation,50-249,3,71,0,0,Unknown,30,E102,Qualified,Price,100400000.0,green15@company.vn,0979181721
L000210,2026-05-07 12:13:00,C0023, Bio Precision JSC  ,Electronics,Dong Nai,Google Ads,MC002,P026,Product Recommendation,50-249,3,87,0,1,Approved,90,E103,Disqualified,No Budget,145620000.0,,0999566043
